MedID,Nome Comercial,Subs,FF,Dosage,TAIM,NewFilename,timestamp,filenameclean
8658,Travocort,Difluocortolona + Isoconazol,Creme,1 mg/g + 10 mg/g,Leo Pharma A/S,TravocortCreme1_mg_g_+_10_mg_g.pdf,20240325172614,TravocortCreme1_mg_g_+_10_mg_g
4892,Lanoxin,Digoxina,Comprimido,0.25 mg,Aspen Pharma Trading Ltd.,LanoxinComprimido0_25_mg.pdf,20240325172614,LanoxinComprimido0_25_mg
17982,Lanoxin,Digoxina,Solução para perfusão,0.25 mg/ml,Aspen Pharma Trading Ltd.,LanoxinSolução_para_perfusão0_25_mg_ml.pdf,20240325172614,LanoxinSolução_para_perfusão0_25_mg_ml
4893,Lanoxin MD,Digoxina,Comprimido,0.125 mg,Aspen Pharma Trading Ltd.,Lanoxin_MDComprimido0_125_mg.pdf,20240325172614,Lanoxin_MDComprimido0_125_mg
53636,Anotrit,Diltiazem,Pasta cutânea,20 mg/g,"Tecnimede - Sociedade Técnico-Medicinal, S.A.",AnotritPasta_cutânea20_mg_g.pdf,20240325172614,AnotritPasta_cutânea20_mg_g
6767,Diltiazem Farmoz,Diltiazem,Comprimido de libertação prolongada,180 mg,"Farmoz - Sociedade Técnico Medicinal, S.A.",Diltiazem_FarmozComprimido_de_libertação_prolongada180_mg.pdf,20240325172614,Diltiazem_FarmozComprimido_de_libertação_prolongada180_mg
34159,Diltiazem ratiopharm MG,Diltiazem,Cápsula de libertação prolongada,120 mg,"Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.",Diltiazem_ratiopharm_MGCápsula_de_libertação_prolongada120_mg.pdf,20240325172614,Diltiazem_ratiopharm_MGCápsula_de_libertação_prolongada120_mg
34160,Diltiazem ratiopharm MG,Diltiazem,Cápsula de libertação prolongada,180 mg,"Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.",Diltiazem_ratiopharm_MGCápsula_de_libertação_prolongada180_mg.pdf,20240325172614,Diltiazem_ratiopharm_MGCápsula_de_libertação_prolongada180_mg
34161,Diltiazem ratiopharm MG,Diltiazem,Cápsula de libertação prolongada,300 mg,"Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.",Diltiazem_ratiopharm_MGCápsula_de_libertação_prolongada300_mg.pdf,20240325172615,Diltiazem_ratiopharm_MGCápsula_de_libertação_prolongada300_mg
34154,Diltiazem ratiopharm MG,Diltiazem,Cápsula de libertação prolongada,90 mg,"Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.",Diltiazem_ratiopharm_MGCápsula_de_libertação_prolongada90_mg.pdf,20240325172615,Diltiazem_ratiopharm_MGCápsula_de_libertação_prolongada90_mg
4198,Herbesser,Diltiazem,Comprimido de libertação prolongada,60 mg,"Viatris Healthcare, Lda.",HerbesserComprimido_de_libertação_prolongada60_mg.pdf,20240325172615,HerbesserComprimido_de_libertação_prolongada60_mg
4199,Herbesser,Diltiazem,Comprimido de libertação prolongada,90 mg,"BGP Products, Unipessoal Lda.",HerbesserComprimido_de_libertação_prolongada90_mg.pdf,20240325172615,HerbesserComprimido_de_libertação_prolongada90_mg
4203,Herbesser Sr,Diltiazem,Cápsula de libertação prolongada,120 mg,"Viatris Healthcare, Lda.",Herbesser_SrCápsula_de_libertação_prolongada120_mg.pdf,20240325172615,Herbesser_SrCápsula_de_libertação_prolongada120_mg
4204,Herbesser Sr,Diltiazem,Cápsula de libertação prolongada,180 mg,"Viatris Healthcare, Lda.",Herbesser_SrCápsula_de_libertação_prolongada180_mg.pdf,20240325172615,Herbesser_SrCápsula_de_libertação_prolongada180_mg
3007,Enjomin,Dimenidrinato,Comprimido,100 mg,"Codilab - Industria e Comércio de Produtos Farmacêuticos, S.A.",EnjominComprimido100_mg.pdf,20240325172615,EnjominComprimido100_mg
3009,Enjomin,Dimenidrinato,Supositório,100 mg,"Codilab - Industria e Comércio de Produtos Farmacêuticos, S.A.",EnjominSupositório100_mg.pdf,20240325172615,EnjominSupositório100_mg
3008,Enjomin,Dimenidrinato,Supositório,50 mg,"Codilab - Industria e Comércio de Produtos Farmacêuticos, S.A.",EnjominSupositório50_mg.pdf,20240325172615,EnjominSupositório50_mg
9131,Viabom,Dimenidrinato,Comprimido,50 mg,"CPCH - Companhia Portuguesa Consumer Health, Lda.",ViabomComprimido50_mg.pdf,20240325172615,ViabomComprimido50_mg
9300,Vomidrine,Dimenidrinato,Comprimido,50 mg,"Laboratórios Azevedos - Indústria Farmacêutica, S.A.",VomidrineComprimido50_mg.pdf,20240325172615,VomidrineComprimido50_mg
574860,Vomidrine Direct,Dimenidrinato,Comprimido sublingual,50 mg,"Laboratórios Azevedos - Indústria Farmacêutica, S.A.",Vomidrine_DirectComprimido_sublingual50_mg.pdf,20240325172615,Vomidrine_DirectComprimido_sublingual50_mg
597162,Elvanse,Dimesilato de lisdexanfetamina,Cápsula,30 mg,Takeda Pharmaceuticals International AG Ireland Branch,ElvanseCápsula30_mg.pdf,20240325172615,ElvanseCápsula30_mg
597163,Elvanse,Dimesilato de lisdexanfetamina,Cápsula,50 mg,Takeda Pharmaceuticals International AG Ireland Branch,ElvanseCápsula50_mg.pdf,20240325172615,ElvanseCápsula50_mg
597164,Elvanse,Dimesilato de lisdexanfetamina,Cápsula,70 mg,Takeda Pharmaceuticals International AG Ireland Branch,ElvanseCápsula70_mg.pdf,20240325172615,ElvanseCápsula70_mg
598643,Balpic,Dimetindeno,Gel,1 mg/g,"Baldacci - Portugal, S.A.",BalpicGel1_mg_g.pdf,20240325172616,BalpicGel1_mg_g
6008,Fenistil,Dimetindeno,"Gotas orais, solução",1 mg/ml,"Haleon Portugal, Lda.",FenistilGotas_orais__solução1_mg_ml.pdf,20240325172616,FenistilGotas_orais__solução1_mg_ml
29469,Fenistil Emulsão,Dimetindeno,Emulsão cutânea,1 mg/g,"Haleon Portugal, Lda.",Fenistil_EmulsãoEmulsão_cutânea1_mg_g.pdf,20240325172616,Fenistil_EmulsãoEmulsão_cutânea1_mg_g
3354,Fenistil Gel,Dimetindeno,Gel,1 mg/g,"Haleon Portugal, Lda.",Fenistil_GelGel1_mg_g.pdf,20240325172616,Fenistil_GelGel1_mg_g
658784,Frest,Dimetindeno,Gel,1 mg/g,AS Grindeks,FrestGel1_mg_g.pdf,20240325172621,FrestGel1_mg_g
620277,Vittopic,Dimetindeno,Gel,1 mg/g,"Faes Farma Portugal, S.A.",VittopicGel1_mg_g.pdf,20240325172621,VittopicGel1_mg_g
660584,Zyxius,Dimetindeno,Gel,1 mg/g,"Laboratórios Basi - Indústria Farmacêutica, S.A",ZyxiusGel1_mg_g.pdf,20240325172621,ZyxiusGel1_mg_g
9151,Vibrocil,Dimetindeno + Fenilefrina,"Gotas nasais, solução",0.25 mg/ml + 2.5 mg/ml,"Haleon Portugal, Lda.",VibrocilGotas_nasais__solução0_25_mg_ml_+_2_5_mg_ml.pdf,20240325172621,VibrocilGotas_nasais__solução0_25_mg_ml_+_2_5_mg_ml
10950,Vibrocil,Dimetindeno + Fenilefrina,Solução para inalação por nebulização,0.25 mg/ml + 2.5 mg/ml,"Haleon Portugal, Lda.",VibrocilSolução_para_inalação_por_nebulização0_25_mg_ml_+_2_5_mg_ml,20240325172621,VibrocilSolução_para_inalação_por_nebulização0_25_mg_ml_+_2_5_mg_ml
681164,Dinitrato de Isossorbida PLS MG,Dinitrato de isossorbida,Concentrado para solução injetável ou para perfusão,1 mg/ml,"PLS Pharma - Produtos Farmacêuticos, Lda.",Dinitrato_de_Isossorbida_PLS_MGConcentrado_para_solução_injetável_ou_para_perfusão1_mg_ml.pdf,20240325172627,Dinitrato_de_Isossorbida_PLS_MGConcentrado_para_solução_injetável_ou_para_perfusão1_mg_ml
3467,Flindix,Dinitrato de isossorbida,Comprimido,5 mg,"Faes Farma Portugal, S.A.",FlindixComprimido5_mg,20240325172628,FlindixComprimido5_mg
3470,Flindix Retard,Dinitrato de isossorbida,Cápsula de libertação prolongada,20 mg,"Faes Farma Portugal, S.A.",Flindix_RetardCápsula_de_libertação_prolongada20_mg,20240325172628,Flindix_RetardCápsula_de_libertação_prolongada20_mg
3471,Flindix Retard,Dinitrato de isossorbida,Cápsula de libertação prolongada,40 mg,"Faes Farma Portugal, S.A.",Flindix_RetardCápsula_de_libertação_prolongada40_mg,20240325172628,Flindix_RetardCápsula_de_libertação_prolongada40_mg
617642,Isitri MG,Dinitrato de isossorbida,Solução injetável,10 mg/10 ml,"Laboratórios Basi - Indústria Farmacêutica, S.A",Isitri_MGSolução_injetável10_mg_10_ml.pdf,20240325172628,Isitri_MGSolução_injetável10_mg_10_ml
4665,Isoket,Dinitrato de isossorbida,Solução injetável,10 mg/10 ml,Merus Labs Luxco II S.à.r.l.,IsoketSolução_injetável10_mg_10_ml.pdf,20240325172628,IsoketSolução_injetável10_mg_10_ml
7174,Propess,Dinoprostona,Sistema de libertação vaginal,10 mg,Ferring S.A.U.,PropessSistema_de_libertação_vaginal10_mg.pdf,20240325172628,PropessSistema_de_libertação_vaginal10_mg
7198,Prostin E2,Dinoprostona,Gel vaginal,1 mg/3 g,"Laboratórios Pfizer, Lda.",Prostin_E2Gel_vaginal1_mg_3_g.pdf,20240325172628,Prostin_E2Gel_vaginal1_mg_3_g
7199,Prostin E2,Dinoprostona,Gel vaginal,2 mg/3 g,"Laboratórios Pfizer, Lda.",Prostin_E2Gel_vaginal2_mg_3_g.pdf,20240325172628,Prostin_E2Gel_vaginal2_mg_3_g
604063,Flabien,Diosmina,Comprimido,1000 mg,"KRKA d.d., Novo mesto",FlabienComprimido1000_mg.pdf,20240325172628,FlabienComprimido1000_mg
604062,Flabien,Diosmina,Comprimido revestido por película,500 mg,"KRKA d.d., Novo mesto",FlabienComprimido_revestido_por_película500_mg.pdf,20240325172628,FlabienComprimido_revestido_por_película500_mg
692424,Thrombovarix,Diosmina,Comprimido revestido por película,1000 mg,"Bene Farmacêutica, Lda.",ThrombovarixComprimido_revestido_por_película1000_mg.pdf,20240325172628,ThrombovarixComprimido_revestido_por_película1000_mg
9056,Venex,Diosmina,Cápsula,300 mg,"Angelini Pharma Portugal, Unipessoal Lda",VenexCápsula300_mg.pdf,20240325172628,VenexCápsula300_mg
581921,Venex 900,Diosmina,Comprimido revestido por película,900 mg,"Angelini Pharma Portugal, Unipessoal Lda",Venex_900Comprimido_revestido_por_película900_mg.pdf,20240325172628,Venex_900Comprimido_revestido_por_película900_mg
9058,Venex Forte,Diosmina,Comprimido revestido,450 mg,"Angelini Pharma Portugal, Unipessoal Lda",Venex_ForteComprimido_revestido450_mg.pdf,20240325172629,Venex_ForteComprimido_revestido450_mg
6828,Persantin,Dipiridamol,Comprimido revestido,75 mg,Glenwood GmbH Pharmazeutische Erzeugnisse,PersantinComprimido_revestido75_mg.pdf,20240325172629,PersantinComprimido_revestido75_mg
8415,Tetradin,Dissulfiram,Comprimido,500 mg,"Caldeira & Metelo, Lda.",TetradinComprimido500_mg.pdf,20240325172629,TetradinComprimido500_mg
49342,Doxi-Om MG,Dobesilato de cálcio,Cápsula,500 mg,"Omedicamed, Unipessoal Lda",Doxi_Om_MGCápsula500_mg.pdf,20240325172629,Doxi_Om_MGCápsula500_mg
2821,Doxiproct,Dobesilato de cálcio + Lidocaína,Pomada retal,40 mg/g + 20 mg/g,"Omedicamed, Unipessoal Lda",DoxiproctPomada_retal40_mg_g_+_20_mg_g.pdf,20240325172629,DoxiproctPomada_retal40_mg_g_+_20_mg_g
29733,Dobutamina Generis MG,Dobutamina,Solução para perfusão,12.5 mg/ml,Eugia Pharma (Malta) Limited,Dobutamina_Generis_MGSolução_para_perfusão12_5_mg_ml.pdf,20240325172629,Dobutamina_Generis_MGSolução_para_perfusão12_5_mg_ml
581281,Dobutamina Hikma MG,Dobutamina,Concentrado para solução para perfusão,12.5 mg/ml,"Hikma Farmacêutica (Portugal), S.A.",Dobutamina_Hikma_MGConcentrado_para_solução_para_perfusão12_5_mg_ml.pdf,20240325172629,Dobutamina_Hikma_MGConcentrado_para_solução_para_perfusão12_5_mg_ml
55978,Docetaxel Accord MG,Docetaxel,Concentrado para solução para perfusão,160 mg/8 ml,"Accord Healthcare, S.L.U.",Docetaxel_Accord_MGConcentrado_para_solução_para_perfusão160_mg_8_ml.pdf,20240325172629,Docetaxel_Accord_MGConcentrado_para_solução_para_perfusão160_mg_8_ml
55274,Docetaxel Accord MG,Docetaxel,Concentrado para solução para perfusão,20 mg/ml,"Accord Healthcare, S.L.U.",Docetaxel_Accord_MGConcentrado_para_solução_para_perfusão20_mg_ml.pdf,20240325172629,Docetaxel_Accord_MGConcentrado_para_solução_para_perfusão20_mg_ml
55977,Docetaxel Accord MG,Docetaxel,Concentrado para solução para perfusão,80 mg/4 ml,"Accord Healthcare, S.L.U.",Docetaxel_Accord_MGConcentrado_para_solução_para_perfusão80_mg_4_ml.pdf,20240325172629,Docetaxel_Accord_MGConcentrado_para_solução_para_perfusão80_mg_4_ml
50255,Docetaxel Aurovitas,Docetaxel,Concentrado para solução para perfusão,20 mg/ml,Eugia Pharma (Malta) Limited,Docetaxel_AurovitasConcentrado_para_solução_para_perfusão20_mg_ml.pdf,20240325172629,Docetaxel_AurovitasConcentrado_para_solução_para_perfusão20_mg_ml
589945,Docetaxel Hikma MG,Docetaxel,Concentrado para solução para perfusão,160 mg/8 ml,"Hikma Farmacêutica (Portugal), S.A.",Docetaxel_Hikma_MGConcentrado_para_solução_para_perfusão160_mg_8_ml.pdf,20240325172629,Docetaxel_Hikma_MGConcentrado_para_solução_para_perfusão160_mg_8_ml
589943,Docetaxel Hikma MG,Docetaxel,Concentrado para solução para perfusão,20 mg/ml,"Hikma Farmacêutica (Portugal), S.A.",Docetaxel_Hikma_MGConcentrado_para_solução_para_perfusão20_mg_ml.pdf,20240325172630,Docetaxel_Hikma_MGConcentrado_para_solução_para_perfusão20_mg_ml
589944,Docetaxel Hikma MG,Docetaxel,Concentrado para solução para perfusão,80 mg/4 ml,"Hikma Farmacêutica (Portugal), S.A.",Docetaxel_Hikma_MGConcentrado_para_solução_para_perfusão80_mg_4_ml.pdf,20240325172630,Docetaxel_Hikma_MGConcentrado_para_solução_para_perfusão80_mg_4_ml
675864,Docetaxel Seacross MG,Docetaxel,Concentrado para solução para perfusão,20 mg/ml,Seacross Pharma (Europe) Limited,Docetaxel_Seacross_MGConcentrado_para_solução_para_perfusão20_mg_ml.pdf,20240325172630,Docetaxel_Seacross_MGConcentrado_para_solução_para_perfusão20_mg_ml
2031,Clyss-Go,Docusato de sódio + Sorbitol,Solução retal,10 mg + 13400 mg,"Prospa - Laboratórios Farmacêuticos, S.A.",Clyss_GoSolução_retal10_mg_+_13400_mg,20240325172630,Clyss_GoSolução_retal10_mg_+_13400_mg
580641,Tivicay,Dolutegravir,Comprimido revestido por película,50 mg,ViiV Healthcare BV,TivicayComprimido_revestido_por_película50_mg.pdf,20240325172630,TivicayComprimido_revestido_por_película50_mg
588461,Triumeq,Dolutegravir + Abacavir + Lamivudina,Comprimido revestido por película,50 mg + 600 mg + 300 mg,ViiV Healthcare BV,TriumeqComprimido_revestido_por_película50_mg_+_600_mg_+_300_mg.pdf,20240325172630,TriumeqComprimido_revestido_por_película50_mg_+_600_mg_+_300_mg
633262,Juluca,Dolutegravir + Rilpivirina,Comprimido revestido por película,50 mg + 25 mg,ViiV Healthcare BV,JulucaComprimido_revestido_por_película50_mg_+_25_mg.pdf,20240325172630,JulucaComprimido_revestido_por_película50_mg_+_25_mg
6216,Cinet,Domperidona,Comprimido,10 mg,"Laboratório Medinfar - Produtos Farmacêuticos, S.A.",CinetComprimido10_mg.pdf,20240325172630,CinetComprimido10_mg
34335,Cinet,Domperidona,Comprimido dispersível,10 mg,"Laboratório Medinfar - Produtos Farmacêuticos, S.A.",CinetComprimido_dispersível10_mg.pdf,20240325172630,CinetComprimido_dispersível10_mg
6222,Cinet,Domperidona,Suspensão oral,1 mg/ml,"Laboratório Medinfar - Produtos Farmacêuticos, S.A.",CinetSuspensão_oral1_mg_ml.pdf,20240325172630,CinetSuspensão_oral1_mg_ml
37736,Domperidona Baldacci MG,Domperidona,Comprimido revestido por película,10 mg,"Baldacci - Portugal, S.A.",Domperidona_Baldacci_MGComprimido_revestido_por_película10_mg.pdf,20240325172630,Domperidona_Baldacci_MGComprimido_revestido_por_película10_mg
36870,Domperidona Generis MG,Domperidona,Comprimido revestido por película,10 mg,"Generis Farmacêutica, S.A.",Domperidona_Generis_MGComprimido_revestido_por_película10_mg.pdf,20240325172630,Domperidona_Generis_MGComprimido_revestido_por_película10_mg
38002,Domperidona GP MG,Domperidona,Comprimido,10 mg,"GP - Genéricos Portugueses, Lda.",Domperidona_GP_MGComprimido10_mg.pdf,20240325172630,Domperidona_GP_MGComprimido10_mg
37734,Domperidona Mylan MG,Domperidona,Comprimido revestido por película,10 mg,"Mylan, Lda.",Domperidona_Mylan_MGComprimido_revestido_por_película10_mg.pdf,20240325172631,Domperidona_Mylan_MGComprimido_revestido_por_película10_mg
38677,Domperidona Ratiopharm MG,Domperidona,Comprimido revestido por película,10 mg,"Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.",Domperidona_Ratiopharm_MGComprimido_revestido_por_película10_mg.pdf,20240325172631,Domperidona_Ratiopharm_MGComprimido_revestido_por_película10_mg
39117,Domperidona ToLife MG,Domperidona,Comprimido,10 mg,"Towa Pharmaceutical, S.A.",Domperidona_ToLife_MGComprimido10_mg.pdf,20240325172631,Domperidona_ToLife_MGComprimido10_mg
5735,Motilium,Domperidona,Comprimido revestido por película,10 mg,"Johnson & Johnson, Lda.",MotiliumComprimido_revestido_por_película10_mg.pdf,20240325172631,MotiliumComprimido_revestido_por_película10_mg
7433,Remotil,Domperidona,Comprimido,10 mg,"Laboratórios Azevedos - Indústria Farmacêutica, S.A.",RemotilComprimido10_mg.pdf,20240325172631,RemotilComprimido10_mg
537,Aricept,Donepezilo,Comprimido revestido por película,10 mg,"Laboratórios Pfizer, Lda.",AriceptComprimido_revestido_por_película10_mg.pdf,20240325172631,AriceptComprimido_revestido_por_película10_mg
536,Aricept,Donepezilo,Comprimido revestido por película,5 mg,"Laboratórios Pfizer, Lda.",AriceptComprimido_revestido_por_película5_mg.pdf,20240325172631,AriceptComprimido_revestido_por_película5_mg
54359,Donepezilo Alter Genéricos MG,Donepezilo,Comprimido revestido por película,10 mg,"Alter Genéricos - Comercialização de Produtos Genéricos, Lda.",Donepezilo_Alter_Genéricos_MGComprimido_revestido_por_película10_mg.pdf,20240325172631,Donepezilo_Alter_Genéricos_MGComprimido_revestido_por_película10_mg
54358,Donepezilo Alter Genéricos MG,Donepezilo,Comprimido revestido por película,5 mg,"Alter Genéricos - Comercialização de Produtos Genéricos, Lda.",Donepezilo_Alter_Genéricos_MGComprimido_revestido_por_película5_mg.pdf,20240325172631,Donepezilo_Alter_Genéricos_MGComprimido_revestido_por_película5_mg
54891,Donepezilo Aurovitas MG,Donepezilo,Comprimido orodispersível,10 mg,"Generis Farmacêutica, S.A.",Donepezilo_Aurovitas_MGComprimido_orodispersível10_mg.pdf,20240325172631,Donepezilo_Aurovitas_MGComprimido_orodispersível10_mg
54890,Donepezilo Aurovitas MG,Donepezilo,Comprimido orodispersível,5 mg,"Generis Farmacêutica, S.A.",Donepezilo_Aurovitas_MGComprimido_orodispersível5_mg.pdf,20240325172631,Donepezilo_Aurovitas_MGComprimido_orodispersível5_mg
600224,Donepezilo Aurovitas MG,Donepezilo,Comprimido revestido por película,10 mg,"Generis Farmacêutica, S.A.",Donepezilo_Aurovitas_MGComprimido_revestido_por_película10_mg.pdf,20240325172631,Donepezilo_Aurovitas_MGComprimido_revestido_por_película10_mg
54537,Donepezilo Bluefish MG,Donepezilo,Comprimido revestido por película,10 mg,Bluefish Pharmaceuticals AB,Donepezilo_Bluefish_MGComprimido_revestido_por_película10_mg.pdf,20240325172631,Donepezilo_Bluefish_MGComprimido_revestido_por_película10_mg
51078,Donepezilo Ciclum MG,Donepezilo,Comprimido revestido por película,10 mg,"Ciclum Farma Unipessoal, Lda.",Donepezilo_Ciclum_MGComprimido_revestido_por_película10_mg.pdf,20240325172631,Donepezilo_Ciclum_MGComprimido_revestido_por_película10_mg
51075,Donepezilo Ciclum MG,Donepezilo,Comprimido revestido por película,5 mg,"Ciclum Farma Unipessoal, Lda.",Donepezilo_Ciclum_MGComprimido_revestido_por_película5_mg.pdf,20240325172632,Donepezilo_Ciclum_MGComprimido_revestido_por_película5_mg
48788,Donepezilo Farmoz MG,Donepezilo,Comprimido revestido por película,10 mg,"Farmoz - Sociedade Técnico Medicinal, S.A.",Donepezilo_Farmoz_MGComprimido_revestido_por_película10_mg.pdf,20240325172632,Donepezilo_Farmoz_MGComprimido_revestido_por_película10_mg
48787,Donepezilo Farmoz MG,Donepezilo,Comprimido revestido por película,5 mg,"Farmoz - Sociedade Técnico Medicinal, S.A.",Donepezilo_Farmoz_MGComprimido_revestido_por_película5_mg.pdf,20240325172632,Donepezilo_Farmoz_MGComprimido_revestido_por_película5_mg
48794,Donepezilo Fixime MG,Donepezilo,Comprimido revestido por película,10 mg,"Pentafarma - Sociedade Técnico-Medicinal, S.A.",Donepezilo_Fixime_MGComprimido_revestido_por_película10_mg.pdf,20240325172632,Donepezilo_Fixime_MGComprimido_revestido_por_película10_mg
48793,Donepezilo Fixime MG,Donepezilo,Comprimido revestido por película,5 mg,"Pentafarma - Sociedade Técnico-Medicinal, S.A.",Donepezilo_Fixime_MGComprimido_revestido_por_película5_mg.pdf,20240325172632,Donepezilo_Fixime_MGComprimido_revestido_por_película5_mg
42814,Donepezilo Genedec MG,Donepezilo,Comprimido revestido por película,10 mg,"Decomed Farmacêutica, Lda.",Donepezilo_Genedec_MGComprimido_revestido_por_película10_mg.pdf,20240325172632,Donepezilo_Genedec_MGComprimido_revestido_por_película10_mg
42813,Donepezilo Genedec MG,Donepezilo,Comprimido revestido por película,5 mg,"Decomed Farmacêutica, Lda.",Donepezilo_Genedec_MGComprimido_revestido_por_película5_mg.pdf,20240325172632,Donepezilo_Genedec_MGComprimido_revestido_por_película5_mg
41948,Donepezilo Generis MG,Donepezilo,Comprimido revestido por película,10 mg,"Generis Farmacêutica, S.A.",Donepezilo_Generis_MGComprimido_revestido_por_película10_mg.pdf,20240325172632,Donepezilo_Generis_MGComprimido_revestido_por_película10_mg
41947,Donepezilo Generis MG,Donepezilo,Comprimido revestido por película,5 mg,"Generis Farmacêutica, S.A.",Donepezilo_Generis_MGComprimido_revestido_por_película5_mg.pdf,20240325172632,Donepezilo_Generis_MGComprimido_revestido_por_película5_mg
48796,Donepezilo Jaba MG,Donepezilo,Comprimido revestido por película,10 mg,"Jaba Recordati, S.A.",Donepezilo_Jaba_MGComprimido_revestido_por_película10_mg.pdf,20240325172632,Donepezilo_Jaba_MGComprimido_revestido_por_película10_mg
48795,Donepezilo Jaba MG,Donepezilo,Comprimido revestido por película,5 mg,"Jaba Recordati, S.A.",Donepezilo_Jaba_MGComprimido_revestido_por_película5_mg.pdf,20240325172632,Donepezilo_Jaba_MGComprimido_revestido_por_película5_mg
52797,Donepezilo Krka MG,Donepezilo,Comprimido orodispersível,10 mg,"KRKA d.d., Novo mesto",Donepezilo_Krka_MGComprimido_orodispersível10_mg.pdf,20240325172632,Donepezilo_Krka_MGComprimido_orodispersível10_mg
52791,Donepezilo Krka MG,Donepezilo,Comprimido orodispersível,5 mg,"KRKA d.d., Novo mesto",Donepezilo_Krka_MGComprimido_orodispersível5_mg.pdf,20240325172632,Donepezilo_Krka_MGComprimido_orodispersível5_mg
